ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Canabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamin,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
100,25-34,F,University degree,UK,White,-0.67825,3.00537,0.7233,0.94156,1.63088,0.52975,0.40148,Last Day,Last Decade,Never,Last Year,Last Day,Last Year,Last Week,Never,Never,Decade Ago,Never,Never,Never,Never,Never,Never,Last Week,Never,Never
101,25-34,M,Masters degree,Other,White,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,Last Day,Last Year,Last Year,Last Month,Last Day,Last Day,Last Week,Last Year,Never,Last Year,Never,Last Year,Last Decade,Last Decade,Never,Last Year,Never,Never,Never
102,45-54,F,Left school at 16 years,Australia,White,-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,Last Month,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
103,45-54,M,Left school at 18 years,UK,White,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,Last Day,Decade Ago,Last Year,Last Month,Last Day,Decade Ago,Last Month,Last Month,Decade Ago,Last Decade,Last Decade,Decade Ago,Decade Ago,Last Decade,Never,Last Decade,Decade Ago,Never,Never
104,45-54,F,Professional certificate/diploma,Canada,White,0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
105,25-34,F,"Some college or university, no certificate or degree",Canada,White,-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,Last Week,Never,Never,Never,Last Day,Last Day,Last Day,Last Decade,Never,Last Decade,Never,Never,Never,Never,Never,Last Decade,Last Day,Never,Never
106,35-40,M,Professional certificate/diploma,UK,White,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,Last Year,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
107,25-34,F,"Some college or university, no certificate or degree",UK,White,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,Last Month,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
108,35-40,F,Left school at 16 years,UK,White,0.13606,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,Last Week,Last Year,Never,Never,Last Day,Never,Last Day,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
109,25-34,F,University degree,UK,White,-0.46725,2.127,0.14143,0.13136,0.7583,1.86203,1.2247,Last Week,Never,Never,Last Year,Last Day,Last Year,Last Day,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
110,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987,Last Week,Decade Ago,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
111,45-54,M,Masters degree,UK,Asian,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
112,25-34,M,Masters degree,UK,White,0.31287,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,Last Day,Decade Ago,Never,Never,Last Day,Last Year,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Never,Never,Never
113,25-34,F,University degree,UK,White,-1.1943,0.32197,0.88309,-1.21213,-0.78155,-0.21712,-0.21575,Last Year,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
114,45-54,F,Professional certificate/diploma,UK,White,0.04257,0.63779,0.29338,0.13136,0.7583,0.19268,-0.21575,Last Month,Never,Never,Decade Ago,Last Day,Last Decade,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
115,35-40,M,"Some college or university, no certificate or degree",UK,White,-2.3436,1.93886,1.43533,-0.76096,-1.38502,1.86203,1.2247,Last Month,Decade Ago,Decade Ago,Last Decade,Last Day,Last Day,Last Month,Decade Ago,Never,Last Decade,Last Decade,Last Decade,Never,Last Decade,Never,Last Decade,Last Day,Never,Never
116,25-34,F,Professional certificate/diploma,Canada,White,0.22393,-0.57545,-0.84732,0.28783,1.13407,-1.37983,-2.07848,Last Week,Decade Ago,Last Decade,Never,Last Day,Last Decade,Last Week,Last Decade,Never,Last Decade,Never,Never,Never,Decade Ago,Never,Last Decade,Last Day,Never,Never
117,35-40,M,Professional certificate/diploma,Canada,White,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,Last Month,Never,Never,Never,Last Month,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
118,25-34,F,University degree,UK,White,1.60383,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,Last Week,Decade Ago,Decade Ago,Last Year,Last Day,Decade Ago,Last Week,Last Year,Never,Last Year,Last Decade,Last Decade,Last Decade,Last Decade,Never,Last Year,Last Month,Never,Never
119,35-40,F,"Some college or university, no certificate or degree",USA,White,1.8399,-1.92173,-2.39883,1.11406,0.25953,-0.21712,-1.54858,Last Week,Never,Never,Last Day,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Last Day,Never,Never
120,35-40,F,University degree,UK,White,-0.34799,0.63779,-0.97631,0.28783,1.46191,-0.21712,-0.84637,Last Week,Never,Never,Never,Last Month,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
121,25-34,F,Masters degree,UK,White,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,Last Day,Decade Ago,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Decade,Never,Never
122,35-40,F,Professional certificate/diploma,UK,White,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987,Last Decade,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
123,55-64,M,Masters degree,UK,White,0.22393,0.16767,-0.17779,-0.30172,-0.89891,-0.21712,-0.52593,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
124,25-34,F,University degree,UK,White,0.22393,-0.69509,-0.45174,-0.01729,0.12331,1.29221,0.07987,Last Week,Decade Ago,Never,Never,Last Day,Last Year,Last Week,Last Decade,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Decade Ago
125,45-54,M,Left school at 16 years,UK,White,-0.34799,1.93886,0.29338,0.43852,0.58489,-0.21712,-0.21575,Last Year,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
126,55-64,M,University degree,UK,White,-0.46725,1.2861,0.44585,0.13136,1.13407,0.52975,0.40148,Last Day,Never,Never,Never,Last Week,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
127,45-54,M,University degree,UK,White,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,Last Week,Decade Ago,Decade Ago,Never,Last Week,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never,Never
128,45-54,F,Left school at 17 years,UK,White,-0.34799,-0.80615,-0.84732,0.28783,0.93949,-1.37983,-2.07848,Last Week,Never,Never,Never,Never,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
129,35-40,M,Doctorate degree,UK,Asian,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,Never,Never,Never,Last Decade,Decade Ago,Never,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
130,45-54,F,Masters degree,UK,White,-0.79151,0.96248,-1.11902,0.94156,0.41594,0.19268,0.40148,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
131,45-54,F,Left school at 16 years,UK,White,0.91093,0.32197,-1.42424,0.43852,2.33337,-0.71126,-1.18084,Last Week,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
132,45-54,F,Left school at 16 years,UK,Other,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,Last Month,Never,Never,Last Decade,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
133,35-40,F,Left school at 18 years,Republic of Ireland,White,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,-1.37983,-1.54858,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
134,35-40,M,Masters degree,UK,White,-0.05188,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,Last Week,Never,Never,Decade Ago,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Week,Never,Never
135,25-34,F,Masters degree,UK,Mixed White/Asian,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148,Last Day,Decade Ago,Never,Never,Last Day,Decade Ago,Last Day,Last Decade,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Decade Ago
136,35-40,F,Left school at 16 years,UK,White,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,Decade Ago,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
137,45-54,F,University degree,UK,White,-0.14882,-0.30033,-1.68062,1.81866,1.63088,1.29221,0.07987,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
138,45-54,F,University degree,UK,White,-1.1943,1.58487,0.29338,0.76096,0.41594,-2.55524,-1.18084,Last Month,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Week,Never,Never
139,55-64,M,University degree,UK,White,-0.46725,-0.80615,0.14143,0.28783,0.93949,-1.37983,-1.18084,Last Day,Never,Never,Last Month,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Last Day,Never,Never
140,45-54,M,Left school at 16 years,UK,White,-0.05188,0.32197,-0.58331,0.94156,-0.27607,-0.21712,-0.21575,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
141,25-34,F,University degree,UK,Asian,1.98437,0.32197,1.43533,0.94156,-0.27607,-0.71126,-0.21575,Last Week,Never,Never,Last Decade,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
142,35-40,F,Left school at 16 years,UK,White,-0.79151,0.63779,-1.11902,1.2861,0.58489,-1.37983,-2.07848,Last Week,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Week,Never,Never
143,35-40,M,Left school at 17 years,UK,White,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,0.52975,0.40148,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
144,35-40,M,Professional certificate/diploma,UK,Black,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,Decade Ago,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
145,45-54,M,Professional certificate/diploma,Canada,White,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,-0.21712,0.7654,Last Day,Never,Never,Never,Last Day,Last Year,Last Week,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Decade Ago,Never,Decade Ago
146,45-54,F,University degree,UK,White,-0.46725,0.16767,-1.11902,2.23427,0.7583,1.29221,0.40148,Last Month,Never,Never,Decade Ago,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
147,55-64,M,Professional certificate/diploma,UK,White,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,Last Day,Never,Never,Decade Ago,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
148,35-40,M,Masters degree,UK,Black,-0.58016,0.47617,-0.71727,0.13136,0.93949,-0.21712,-0.52593,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
149,35-40,F,Professional certificate/diploma,UK,White,-0.05188,-1.09207,-2.63199,-0.91699,0.25953,-1.37983,-1.54858,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
150,45-54,F,University degree,UK,White,-0.79151,1.93886,-0.71727,2.03972,1.63088,-0.21712,-1.18084,Last Month,Never,Never,Never,Last Year,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
151,35-40,F,"Some college or university, no certificate or degree",UK,White,-0.24649,1.2861,0.14143,0.59042,1.13407,0.19268,0.07987,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
152,35-40,F,University degree,UK,White,0.52135,-1.6334,-1.82919,0.43852,-0.89891,-0.71126,-0.84637,Last Week,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Last Decade,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
153,25-34,F,University degree,UK,White,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,Last Week,Never,Decade Ago,Last Decade,Last Day,Last Decade,Last Month,Decade Ago,Never,Decade Ago,Never,Never,Last Decade,Never,Never,Decade Ago,Last Week,Never,Never
154,25-34,M,University degree,UK,White,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,Last Day,Never,Decade Ago,Never,Last Month,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
155,18-24,F,"Some college or university, no certificate or degree",UK,White,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,Last Week,Never,Never,Last Week,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
156,35-40,F,University degree,UK,Black,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
157,35-40,F,"Some college or university, no certificate or degree",UK,White,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,Last Week,Last Decade,Decade Ago,Decade Ago,Last Day,Last Decade,Last Day,Last Decade,Never,Never,Never,Never,Never,Never,Never,Never,Last Week,Never,Never
158,25-34,M,Left school at 16 years,UK,White,-1.05308,1.11406,-1.82919,-0.45321,0.7583,-0.21712,0.7654,Last Day,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
159,35-40,F,University degree,Australia,White,-0.24649,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247,Last Year,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
160,45-54,F,"Some college or university, no certificate or degree",UK,Black,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,Last Month,Never,Never,Never,Last Day,Never,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
161,45-54,M,Masters degree,Other,White,1.02119,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,Last Week,Decade Ago,Decade Ago,Decade Ago,Last Day,Last Day,Last Day,Decade Ago,Never,Last Decade,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Year,Never,Never
162,35-40,M,University degree,UK,Black,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
163,25-34,F,University degree,New Zealand,White,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,Last Year,Never,Never,Never,Last Week,Last Decade,Last Day,Never,Never,Last Decade,Never,Never,Last Decade,Never,Never,Never,Decade Ago,Never,Never
164,25-34,F,"Some college or university, no certificate or degree",UK,White,1.8399,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
165,25-34,F,Doctorate degree,UK,White,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,Last Year,Decade Ago,Never,Never,Last Year,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
166,45-54,M,Masters degree,UK,White,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,-1.37983,-0.84637,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never,Never
167,18-24,M,"Some college or university, no certificate or degree",UK,White,1.49158,-1.23177,0.7233,-2.35413,-1.92173,0.88113,0.07987,Last Week,Never,Never,Never,Last Week,Last Month,Last Week,Last Year,Last Year,Never,Never,Never,Last Decade,Never,Never,Last Year,Last Day,Never,Last Year
168,25-34,F,Professional certificate/diploma,UK,Black,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,Last Decade,Never,Never,Never,Last Week,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
169,25-34,F,University degree,UK,White,0.22393,1.2861,-1.27553,-0.30172,-1.13788,0.52975,0.40148,Last Week,Never,Never,Never,Last Day,Never,Last Day,Last Decade,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
170,18-24,F,Left school at 18 years,UK,White,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,Last Week,Never,Last Year,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
171,45-54,M,Left school at 16 years,UK,White,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,Last Decade,Decade Ago,Decade Ago,Last Year,Last Day,Last Decade,Last Week,Last Decade,Never,Never,Never,Never,Never,Never,Last Year,Never,Decade Ago,Never,Never
172,35-40,M,Masters degree,UK,White,-0.34799,0.96248,2.15324,0.76096,-0.78155,1.29221,1.92173,Last Day,Never,Decade Ago,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Never
173,45-54,F,Professional certificate/diploma,UK,White,0.52135,-0.57545,-0.45174,-0.45321,0.7583,0.19268,-1.18084,Last Week,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Week,Never,Never
174,35-40,F,University degree,UK,White,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
175,35-40,F,Professional certificate/diploma,UK,White,1.02119,-0.57545,-2.21069,0.76096,-1.5184,0.88113,0.07987,Last Day,Never,Never,Last Decade,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
176,55-64,F,University degree,UK,White,0.62967,0.00332,0.44585,1.2861,0.12331,0.19268,0.07987,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
177,35-40,F,University degree,UK,Other,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,Last Year,Never,Never,Never,Last Week,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
178,35-40,F,University degree,UK,White,1.49158,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,Last Week,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
179,45-54,F,University degree,UK,White,0.82562,-0.94779,-0.45174,0.76096,-0.14277,0.19268,-0.21575,Last Week,Decade Ago,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Last Day,Never,Never
180,35-40,F,Professional certificate/diploma,UK,White,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,Last Week,Decade Ago,Never,Never,Last Day,Last Decade,Last Month,Decade Ago,Never,Decade Ago,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Day,Never,Never
